Date,Open,High,Low,Close,Volume
2018-08-03,115.09,115.53,114.86,114.92,5953227
2018-08-06,114.56,114.72,114.31,114.33,5811614
2018-08-07,114.85,114.935,114.42,114.59,5188447
2018-08-08,114.75,114.95,114.41,114.91,3809872
2018-08-09,115.02,115.12,114.69,114.74,4252956
2018-08-10,114.81,115.23,114.608,114.69,6757857
2018-08-13,113.81,113.81,112.83,112.96,9150873
2018-08-14,113.25,113.48,112.84,113.07,7086193
2018-08-15,112.17,112.18,111.06,111.19,12398366
2018-08-16,111.46,111.88,111.1,111.1,7484637
2018-08-17,111.69,112.15,111.38,112.13,8470951
2018-08-20,112.38,112.74,112.16,112.69,5313403
2018-08-21,112.77,113.1,112.44,113.02,5042443
2018-08-22,113.39,113.49,113.07,113.27,6215910
2018-08-23,112.68,112.88,112.06,112.2,5500102
2018-08-24,113.25,114.42,113.21,114.16,9214703
2018-08-27,114.12,114.78,114.12,114.59,4364167
2018-08-28,114.76,114.867,113.55,113.68,6101386
2018-08-29,114.16,114.21,113.85,114.2,5616329
2018-08-30,113.92,113.93,113.24,113.64,5431837
2018-08-31,113.72,114.06,113.44,113.51,5048673
2018-09-04,112.75,113.07,112.61,112.93,6617486
2018-09-05,113.36,113.44,113.12,113.32,4459202
2018-09-06,113.89,114.26,113.28,113.54,4784729
2018-09-07,113.26,113.6,112.97,113.23,3714023
2018-09-10,113.26,113.43,113,113.15,2316718
2018-09-11,112.65,113.37,112.42,113.22,3791338
2018-09-12,113.12,114.39,113.055,114.17,6315934
2018-09-13,114.72,114.78,113.58,113.76,5636023
2018-09-14,113.79,113.9,112.91,113.02,5375645
2018-09-17,113.6,114.03,113.55,113.61,4727254
2018-09-18,113.79,113.91,113.275,113.44,4737849
2018-09-19,113.94,114.15,113.68,113.88,4223199
2018-09-20,114.21,114.37,113.855,114.27,4384523
2018-09-21,112.87,113.68,112.79,113.49,6831550
2018-09-24,113.68,113.96,113.43,113.47,4435578
2018-09-25,113.75,113.885,113.57,113.65,3004824
2018-09-26,113.11,113.6,112.66,113.05,8297429
2018-09-27,112.1,112.416,111.85,112.05,7683739
2018-09-28,112.16,113,112.07,112.76,6020579
2018-10-01,112.4,112.62,112.15,112.57,3893012
2018-10-02,113.7,114.33,113.61,113.87,10776912
2018-10-03,113.87,114.05,113.26,113.42,6674517
2018-10-04,113.83,114.19,113.255,113.48,6616212
2018-10-05,113.81,114.1,113.57,113.8,7994440
2018-10-08,112.25,112.59,111.9,112.54,12111577
2018-10-09,112.37,112.67,111.97,112.6,8352697
2018-10-10,112.47,112.96,112.25,112.88,10571316
2018-10-11,114.2,116.04,114.09,115.78,26810920
2018-10-12,115.58,115.71,115.08,115.23,12939315
2018-10-15,116.12,116.53,115.89,116,11828366
2018-10-16,116.49,116.6,115.8,115.8,9531769
2018-10-17,115.89,116.33,115.68,115.79,7078639
2018-10-18,115.83,116.41,115.63,115.92,7964106
2018-10-19,116.23,116.24,115.96,116.01,7453947
2018-10-22,115.57,115.779,115.43,115.71,5200759
2018-10-23,117.16,117.25,116.33,116.39,12704177
2018-10-24,116.38,116.72,116.11,116.66,8563293
2018-10-25,116.58,116.73,116.19,116.4,8303495
2018-10-26,116.83,117.65,116.46,116.77,15733170
2018-10-29,116.41,116.54,115.84,116.31,8732486
2018-10-30,115.85,116.04,115.635,115.8,7233614
2018-10-31,114.89,115.17,114.66,115.15,11409346
2018-11-01,116.33,117.07,116.18,116.63,13662915
2018-11-02,116.61,116.98,116.39,116.65,8796962
2018-11-05,116.28,116.67,116.23,116.37,6291450
2018-11-06,116.44,116.525,115.74,116.04,7270793
2018-11-07,116.26,116.345,115.9,116.03,8392112
2018-11-08,115.77,116.15,115.5,115.78,7638817
2018-11-09,114.6,114.75,114.14,114.48,14159472
2018-11-12,114.01,114.05,113.58,113.66,7499046
2018-11-13,113.72,113.93,113.42,113.7,9309074
2018-11-14,113.53,115.06,113.46,114.64,13950218
2018-11-15,114.83,114.99,114.56,114.77,8910585
2018-11-16,115.83,115.88,115.37,115.62,8576955
2018-11-19,115.45,115.92,115.37,115.67,8508445
2018-11-20,115.94,115.95,115.37,115.67,9075193
2018-11-21,115.94,116.35,115.86,115.86,8834206
2018-11-23,115.76,115.88,115.585,115.77,3726611
2018-11-26,115.84,115.87,115.53,115.64,4018622
2018-11-27,115.55,115.63,114.6,114.95,9671170
2018-11-28,114.76,116.07,114.59,115.38,13789016
2018-11-29,115.97,116.24,115.56,115.74,6479502
2018-11-30,115.42,115.66,115.04,115.54,8169579
2018-12-03,116.6,116.77,116.295,116.41,8463378
2018-12-04,117.37,117.39,116.931,117.12,7186437
2018-12-06,117.38,117.685,116.92,117.14,9267628
2018-12-07,117.62,118.23,117.54,118.09,10402903
2018-12-10,117.7,117.94,117.42,117.68,8118110
2018-12-11,117.67,117.89,117.35,117.54,6395391
2018-12-12,117.7,117.95,117.612,117.79,4136781
2018-12-13,117.54,117.62,117.26,117.53,4131770
2018-12-14,116.63,117.3,116.58,117.06,7501660
2018-12-17,117.37,118.03,117.35,117.87,8455007
2018-12-18,117.85,118.2,117.81,118.15,7542875
2018-12-19,118.24,118.96,117.4,117.43,13827509
2018-12-20,119.11,119.74,118.68,119.24,18615143
2018-12-21,119.19,119.25,118.57,118.72,13629830
2018-12-24,119.57,120.14,119.57,120.02,9736359
2018-12-26,120.62,120.995,119.57,119.66,14293459
2018-12-27,120.57,120.895,120.14,120.57,11874408
2018-12-28,120.8,121.08,120.72,121.06,6864842
2018-12-31,120.98,121.26,120.83,121.25,8449441
2019-01-02,121.35,121.75,120.88,121.33,12776155
2019-01-03,121.78,122.46,121.73,122.43,15440840
2019-01-04,121.32,121.6,120.69,121.44,13334368
2019-01-07,122.16,122.22,121.573,121.86,7473641
2019-01-08,121.15,121.71,121.06,121.53,7643363
2019-01-09,121.45,122.335,121.44,122.31,10555933
2019-01-10,121.98,122.179,121.57,121.59,6672058
2019-01-11,121.74,122.05,121.66,121.8,8622666
2019-01-14,122.15,122.24,121.87,122.09,6477072
2019-01-15,122.28,122.38,121.62,121.88,7512779
2019-01-16,122.04,122.44,122.02,122.27,6878137
2019-01-17,122.03,122.26,121.81,122.11,8558523
2019-01-18,121.23,121.515,121.02,121.02,10896307
2019-01-22,121.18,121.5,120.9,121.45,7896668
2019-01-23,120.96,121.54,120.86,121.28,5224918
2019-01-24,121.16,121.36,120.92,121.09,5662490
2019-01-25,122.02,122.91,122.02,122.86,11103309
2019-01-28,122.75,123.29,122.718,123.29,8522178
2019-01-29,123.71,124,123.46,123.98,11610204
2019-01-30,123.91,125.07,123.7,124.69,12103963
2019-01-31,125.18,125.23,124.62,124.75,10209516
2019-02-01,124.89,125.05,124.37,124.5,12485496
2019-02-04,123.99,124.29,123.82,123.96,6879187
2019-02-05,124.29,124.42,124.05,124.28,6291367
2019-02-06,124.16,124.19,123.4,123.44,6595100
2019-02-07,123.8,123.95,123.437,123.74,5935456
2019-02-08,124.05,124.33,123.98,124.21,4235221
2019-02-11,123.19,123.82,123.19,123.6,4821904
2019-02-12,123.96,124.03,123.61,123.86,4271869
2019-02-13,123.84,124.55,123.31,123.37,7640509
2019-02-14,123.84,124.2,123.53,124.06,6276529
2019-02-15,124.59,125,124.18,124.8,12190104
2019-02-19,125.98,126.79,125.93,126.7,15614028
2019-02-20,127,127.21,126.31,126.48,8889665
2019-02-21,126.15,126.22,125.05,125.05,8634596
2019-02-22,125.53,125.95,125.39,125.5,5439375
2019-02-25,125.78,125.9,125.23,125.37,4882615
2019-02-26,125.33,125.617,125.05,125.58,5153511
2019-02-27,125.17,125.226,124.4,124.69,7935647
2019-02-28,124.71,124.71,123.98,123.99,7811731
2019-03-01,123.48,123.96,121.87,121.88,16411743
2019-03-04,121.56,121.85,121.18,121.56,10272586
2019-03-05,121.38,121.73,121.03,121.72,7120090
2019-03-06,121.43,121.64,121.26,121.61,4820443
2019-03-07,121.27,121.71,121.18,121.51,6088768
2019-03-08,122.7,122.89,122.37,122.84,10427747
2019-03-11,122.52,122.54,121.92,122.24,6708655
2019-03-12,122.54,123.03,122.4,122.98,6289860
2019-03-13,123.56,123.88,123.425,123.84,7377297
2019-03-14,122.33,122.545,122.12,122.41,6778443
2019-03-15,123.06,123.4,122.913,122.97,9412061
2019-03-18,123.3,123.4,122.89,123.04,7783205
2019-03-19,123.72,123.79,123.34,123.38,6558693
2019-03-20,123.66,124.42,122.65,124.18,11304912
2019-03-21,124.36,124.37,123.11,123.68,7739775
2019-03-22,123.93,124.22,123.73,123.97,5874016
2019-03-25,124.56,125.11,124.48,124.92,7288343
2019-03-26,124.48,124.51,124.07,124.3,5056224
2019-03-27,124.35,124.375,123.56,123.65,6595016
2019-03-28,122.28,122.355,121.705,121.9,11878328
2019-03-29,122.64,122.75,122.01,122.01,7094201
2019-04-01,122.4,122.43,121.46,121.53,13559963
2019-04-02,121.72,122.01,121.68,121.98,4474953
2019-04-03,121.73,122.01,121.675,121.8,6152734
2019-04-04,121.1,122.24,120.96,122.11,7508760
2019-04-05,121.88,122.13,121.663,121.98,5114493
2019-04-08,122.97,123.02,122.4,122.51,4271034
2019-04-09,123.26,123.35,123.03,123.15,4648392
2019-04-10,123.22,123.77,123.19,123.53,6344767
2019-04-11,122.54,122.75,121.79,121.95,11694503
2019-04-12,121.96,122.31,121.8,121.83,5272844
2019-04-15,121.2,121.82,121.095,121.6,4252774
2019-04-16,120.38,120.63,120.19,120.51,10097802
2019-04-17,120.46,120.51,120.195,120.28,4693864
2019-04-18,120.24,120.54,120.15,120.37,4090401
2019-04-22,120.46,120.5,120.27,120.37,2251185
2019-04-23,119.67,120.2,119.55,120.12,5574897
2019-04-24,120.06,120.72,120.04,120.47,4173034
2019-04-25,120.72,121.096,120.5,120.57,4836857
2019-04-26,121.26,121.67,121.22,121.37,6022715
2019-04-29,120.88,120.91,120.665,120.83,4469721
2019-04-30,120.89,121.36,120.85,121.2,4758567
2019-05-01,121.03,121.55,120.18,120.4,12331836
2019-05-02,119.69,120.11,119.54,119.94,6759844
2019-05-03,120.56,121.08,120.475,120.65,8414504
2019-05-06,120.61,121.12,120.54,120.81,3479563
2019-05-07,121.02,121.42,120.907,121.21,4010654
2019-05-08,121.54,121.54,120.77,120.91,4178965
2019-05-09,120.96,121.62,120.86,121.2,5015785
2019-05-10,121.41,121.73,121.3,121.43,4586301
2019-05-13,122.63,122.85,122.325,122.67,11130908
2019-05-14,122.6,122.66,122.12,122.46,5556105
2019-05-15,122.71,122.765,122.22,122.39,10298968
2019-05-16,122.03,122.073,121.19,121.51,6349454
2019-05-17,121.03,121.06,120.33,120.65,6589382
2019-05-20,120.51,120.74,120.42,120.64,4345803
2019-05-21,120.08,120.36,119.83,120.36,3845702
2019-05-22,120.35,120.5,120.19,120.24,3741805
2019-05-23,120.82,121.52,120.77,121.17,6054721
2019-05-24,121.13,121.31,120.89,121.3,2324653
2019-05-28,120.8,120.84,120.46,120.83,4303495
2019-05-29,121.11,121.26,120.745,120.87,4133202
2019-05-30,120.96,121.69,120.8,121.69,7757033
2019-05-31,122.55,123.4,122.315,123.33,15367001
2019-06-03,124.09,125.34,123.9,125.11,14173636
2019-06-04,124.88,125.42,124.61,125.15,7997062
2019-06-05,126.18,126.37,125.24,125.47,7637880
2019-06-06,125.93,126.45,125.8,125.88,5551778
2019-06-07,126.79,127.25,126.32,126.59,8145853
2019-06-10,125.46,125.525,125.065,125.33,5409983
2019-06-11,124.94,125.4,124.884,125.18,4757841
2019-06-12,125.6,126.2,125.56,125.83,5756153
2019-06-13,126.03,126.77,125.96,126.6,5374818
2019-06-14,127.21,127.63,126.26,126.56,9226446
2019-06-17,126.7,126.77,126.17,126.48,4763345
2019-06-18,127.58,127.75,126.39,127.12,10309646
2019-06-19,126.77,127.99,126.7,127.89,11660649
2019-06-20,130.41,131.49,130.185,131.11,18636339
2019-06-21,131.77,132.17,131.07,131.98,15068037
2019-06-24,132.77,134.035,132.58,133.94,17851801
2019-06-25,134.9,135.55,133.21,134.2,24772241
2019-06-26,132.99,133.55,132.41,132.97,12016402
2019-06-27,132.38,132.97,132.26,132.84,8412764
2019-06-28,133.05,133.34,132.61,133.2,8076966
2019-07-01,131.56,131.755,130.55,130.62,13369815
2019-07-02,131.27,133.63,131.16,133.41,13282139
2019-07-03,133.61,134.1,133.23,133.63,6351547
2019-07-05,131.46,132.32,130.81,132.14,11536581
2019-07-08,132.18,132.341,131.28,131.29,8028884
2019-07-09,131.43,132.1,131.158,131.75,6633439
2019-07-10,132.94,133.87,132.35,133.83,13920593
2019-07-11,133.58,133.7,132.41,132.7,7535133
2019-07-12,132.89,133.69,132.53,133.53,6309451
2019-07-15,133.18,133.53,132.805,133.53,4026583
2019-07-16,133.18,133.3,132.13,132.4,7965981
2019-07-17,133,134.6,132.89,134.58,11288279
2019-07-18,133.83,136.63,133.61,136.48,18466488
2019-07-19,135.45,136.03,133.97,134.47,18079195
2019-07-22,134.56,134.82,134.32,134.45,7570898
2019-07-23,134.43,134.95,133.56,133.69,9981379
2019-07-24,134.59,134.84,133.98,134.37,6715167
2019-07-25,134.24,134.28,133.09,133.42,11708240
2019-07-26,134.24,134.29,133.59,133.64,6249928
2019-07-29,134.06,134.729,133.44,134.53,9162417
2019-07-30,134.76,135.18,134.41,134.98,9458733
2019-07-31,135.03,135.42,133.02,133.21,18797199
2019-08-01,132.42,136.43,132.305,136.41,27719822
2019-08-02,135.39,136.6,135.37,135.89,13753222
2019-08-05,137.93,138.64,137.05,137.79,17519817
2019-08-06,138.33,139.03,138.005,138.91,9471209
2019-08-07,141.28,142.47,140.88,141.02,26671092
2019-08-08,140.9,142.37,140.71,141.73,13108554
2019-08-09,141.28,142.03,140.96,141.26,9485912
2019-08-12,141.67,143.38,141.64,142.615,14390450
2019-08-13,143.17,143.285,139.35,141.78,29930394
2019-08-14,142.9,143.75,142.05,142.75,20672858
2019-08-15,142.96,144.02,142.61,143.7,13501099
2019-08-16,142.75,143.13,141.8,142.78,12184492
2019-08-19,141.33,141.79,140.85,141.11,10558366
2019-08-20,141.77,142.255,141.6,142.21,7479375
2019-08-21,141.62,142.17,141.46,141.76,8118733
2019-08-22,141.39,141.9,141.17,141.4,6847647
2019-08-23,141.84,144.33,141.64,144.17,20290539
2019-08-26,144.35,144.97,143.91,144.19,12200810
2019-08-27,144.3,145.68,144.27,145.57,12857588
2019-08-28,145.39,145.68,144.64,145.16,11454605
2019-08-29,145.4,145.49,143.28,144.12,14764572
2019-08-30,143.84,144.882,143.02,143.75,9642584
2019-09-03,144.96,146.13,144.741,145.75,15621873
2019-09-04,145.54,146.82,145.5,146.66,11292000
2019-09-05,144.98,145.015,142,143.14,20297877
2019-09-06,143.64,144.06,141.86,141.92,14175216
2019-09-09,142.37,142.46,141.18,141.39,11323819
2019-09-10,141.23,141.525,140.16,140.18,12629208
2019-09-11,140.34,141.26,140.28,141.03,7453049
2019-09-12,142.68,143.1,141.11,141.32,12673707
2019-09-13,141.73,141.99,140.06,140.15,13451701
2019-09-16,141.6,142.05,141.02,141.32,8094567
2019-09-17,141.82,142.11,141.224,141.6,7046430
2019-09-18,141.93,142.53,139.81,140.71,15071647
2019-09-19,141.57,141.74,141.085,141.28,8062589
2019-09-20,141.61,143.03,141.46,142.95,12276521
2019-09-23,143.22,143.94,143.07,143.75,9036267
2019-09-24,143.21,144.77,142.88,144.51,10620690
2019-09-25,144.08,144.29,141.44,141.83,11997855
2019-09-26,142.19,142.57,141.56,141.79,8803139
2019-09-27,140.35,141.68,140.16,141.06,9665953
2019-09-30,139.77,140.21,138.03,138.87,15530068
2019-10-01,138.07,140.19,137.8,139.63,12502406
2019-10-02,140.79,141.88,140.462,141.26,11944623
2019-10-03,141.36,143.25,141.29,141.9,12407863
2019-10-04,141.48,142.31,141.14,141.9,9689966
2019-10-07,141.16,141.771,140.24,140.69,6162696
2019-10-08,142.03,142.29,141.17,141.92,10485490
2019-10-09,142.16,142.58,141.62,142.05,7052811
2019-10-10,141.59,141.66,140.578,140.81,9331584
2019-10-11,139.97,140.19,138.91,140.03,11425535
2019-10-14,140.45,140.82,140.34,140.59,4009169
2019-10-15,140.27,140.3,139.21,139.61,9131732
2019-10-16,140.14,140.53,139.699,140.41,10363893
2019-10-17,140.5,141.12,140.42,140.61,6224288
2019-10-18,140.5,140.71,140.32,140.46,6416213
2019-10-21,140.72,140.76,139.6,139.79,8314307
2019-10-22,140.13,140.3,139.72,140.2,3885045
2019-10-23,140.59,141,140.5,140.53,4160001
2019-10-24,141.02,141.74,140.93,141.53,6275566
2019-10-25,142.79,142.83,141.4,141.86,6011459
2019-10-28,141.25,141.25,140.4,140.64,5442028
2019-10-29,140,140.63,139.78,140.25,3835427
2019-10-30,140.54,141.04,139.55,141.02,6992869
2019-10-31,141.98,142.69,141.89,142.43,7050926
2019-11-01,142.21,142.9,142.01,142.56,8089975
2019-11-04,142.26,142.45,141.745,142.15,4740282
2019-11-05,140.65,140.89,139.38,139.85,11782250
2019-11-06,140.12,140.79,140,140.45,6416469
2019-11-07,140.11,140.2,137.6,138.27,15214223
2019-11-08,137.73,138.33,137.39,137.39,10378201
2019-11-11,137.61,137.79,136.435,137.06,7038053
2019-11-12,137.03,137.59,136.19,137.43,6451809
2019-11-13,137.8,138.22,137.64,137.98,8809752
2019-11-14,138.39,138.94,137.869,138.56,5220927
2019-11-15,138.03,138.421,137.971,138.21,10106940
2019-11-18,138.44,138.85,138.3,138.62,5722188
2019-11-19,138.13,138.972,138.13,138.69,4825641
2019-11-20,138.53,139,138.1,138.76,6894534
2019-11-21,138.39,138.56,137.77,138,4197208
2019-11-22,138.37,138.46,137.66,137.74,3620534
2019-11-25,137.32,137.62,136.99,137.08,6418042
2019-11-26,136.98,137.8,136.58,137.74,4725594
2019-11-27,137.03,137.21,136.83,137.01,4106004
2019-11-29,137.1,138.134,137.08,137.86,4516421
2019-12-02,137.32,138.09,137.3,137.79,8278535
2019-12-03,139.04,139.57,138.97,139.11,8502989
2019-12-04,139.16,139.165,138.59,138.92,6326512
2019-12-05,138.8,139.45,138.79,139,5674471
2019-12-06,137.76,137.826,137.4,137.62,8748968
2019-12-09,137.8,137.81,137.45,137.58,2814342
2019-12-10,138.25,138.33,137.74,137.97,3241771
2019-12-11,138.2,139.3,138.12,138.92,6117701
2019-12-12,139.78,139.85,137.88,138.43,8816618
2019-12-13,138.52,139.21,137.98,139.05,6979801
2019-12-16,139.2,139.39,138.8,139.04,4647211
2019-12-17,139.02,139.3,138.851,139.01,4288118
2019-12-18,138.86,139.25,138.81,139.02,3608069
2019-12-19,139.04,139.55,138.87,139.38,4975164
2019-12-20,139.37,139.52,138.98,139.52,4481503
2019-12-23,139.53,139.96,139.53,139.95,5182388
2019-12-24,140.44,141.33,140.43,141.27,5303698
2019-12-26,142.06,142.47,141.906,142.38,8343019
2019-12-27,142.26,142.73,142.17,142.33,5120441
2019-12-30,142.56,142.8,142.46,142.63,4812117
2019-12-31,143.31,143.605,142.8,142.9,5314467
2020-01-02,143.86,144.21,143.4,143.95,7736828
2020-01-03,145.75,146.32,145.4,145.86,12285501
2020-01-06,148.44,148.48,146.95,147.39,14409912
2020-01-07,147.57,148.14,147.43,147.97,8401088
2020-01-08,148.49,148.61,146.14,146.86,22276323
2020-01-09,146.07,146.41,145.44,146.03,10304334
2020-01-10,146.22,146.99,146.17,146.91,6183992
2020-01-13,146.35,146.38,145.78,145.82,7603649
2020-01-14,145.42,145.81,145.082,145.69,6607124
2020-01-15,146.21,146.73,145.82,146.54,6510029
2020-01-16,146.27,146.466,145.755,146.31,6069101
2020-01-17,146.51,146.99,146.31,146.58,11121140
2020-01-21,145.77,146.86,145.551,146.74,6086149
2020-01-22,146.68,146.81,146.38,146.79,4778186
2020-01-23,147,147.62,146.62,147.12,8419778
2020-01-24,146.9,148.38,146.89,147.98,9919871
2020-01-27,149.24,149.32,148.458,148.99,9988069
2020-01-28,148.36,148.56,147.53,147.66,7543088
2020-01-29,147.7,148.56,147.61,148.46,5023827
2020-01-30,148.69,149.31,148.01,148.47,9119545
2020-01-31,148.88,149.68,148.81,149.33,14788263
2020-02-03,148.66,148.78,147.68,148.36,9115075
2020-02-04,146.97,147.03,145.8,146.43,10525585
2020-02-05,146.38,146.81,146.16,146.61,6160661
2020-02-06,147.28,147.63,147,147.4,4819778
2020-02-07,147.83,148.18,147.335,147.79,6379311
2020-02-10,148.21,148.446,147.91,148.17,5793599
2020-02-11,148.03,148.16,147.01,147.66,5179392
2020-02-12,147.42,147.81,147.157,147.54,5040584
2020-02-13,148.24,148.58,147.95,148.38,7082098
2020-02-14,148.74,149.13,148.63,149,5345393
2020-02-18,149.88,151.09,149.47,150.91,11527580
2020-02-19,151,151.82,150.815,151.79,9269784
2020-02-20,152,152.83,151.95,152.41,8457348
2020-02-21,154.43,155.222,154.18,154.7,16353292
2020-02-24,158.5,158.53,155.36,156.09,27170954
2020-02-25,155.12,156.08,152.91,153.3,28091497
2020-02-26,153.82,155.28,152.9,153.97,17983155
2020-02-27,155.58,156.27,153.9,154,27878524
2020-02-28,152.71,152.77,147.05,148.38,42707124
2020-03-02,150,150.73,149.04,149.2,16295360
